AGEP,SCHL,MAR,SEX,DIS,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,COW,ESR,WKHP,JWMNP,PINCP,MIG
11,20,4,1,1,0,3,1,0,0,1,1,1,0,2,2,0,36,60,8,1
13,15,0,1,1,0,3,1,0,1,1,1,1,0,2,1,0,35,35,5,1
5,18,0,1,1,0,3,1,0,1,1,1,1,5,0,5,5,0,0,0,1
5,21,4,1,1,0,3,1,0,0,1,1,1,0,0,3,0,50,5,7,1
6,20,4,0,1,0,3,0,0,0,1,1,1,8,0,3,0,50,24,6,0
14,20,0,0,1,0,3,1,0,0,1,1,1,8,2,1,0,30,35,7,1
14,20,4,0,1,0,3,1,0,0,1,1,1,0,2,3,0,40,10,7,1
9,18,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,45,4,1
15,19,0,0,1,0,1,0,0,0,1,1,1,1,2,5,0,65,30,8,0
5,20,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,40,50,9,0
13,17,0,1,1,0,3,0,0,1,1,1,1,5,2,1,0,40,20,4,1
11,20,4,0,1,4,3,1,1,0,1,1,1,0,2,1,0,40,25,9,0
5,20,0,1,1,0,3,1,0,0,1,1,1,0,0,1,0,50,15,8,1
10,20,0,1,1,0,3,0,0,0,1,1,1,0,0,5,0,40,15,9,0
8,20,0,1,1,0,3,1,0,1,1,1,1,0,0,3,0,45,20,8,1
12,15,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,55,30,8,1
15,21,0,1,1,4,3,0,1,1,1,1,1,0,2,1,0,40,10,9,1
11,20,0,1,1,0,3,1,0,0,1,1,1,0,2,4,0,40,15,7,1
14,20,0,1,1,0,3,2,0,1,1,1,1,0,2,0,5,0,0,0,1
6,20,4,1,1,0,3,0,0,0,1,1,1,5,0,1,0,40,0,7,0
11,21,0,1,1,0,3,1,0,0,1,1,1,0,2,3,0,40,20,8,1
13,15,0,1,1,0,3,0,0,1,1,1,1,0,2,1,2,40,0,6,1
11,15,0,0,1,0,1,1,0,1,1,1,1,0,2,5,0,40,12,8,1
8,21,4,1,1,0,3,1,0,0,1,1,1,0,0,4,0,40,20,8,1
4,17,0,1,1,0,3,0,0,1,1,1,1,0,0,1,0,35,20,3,0
15,21,4,0,1,3,3,0,1,0,1,1,1,5,2,1,0,40,15,9,1
11,17,4,0,1,3,3,0,1,0,1,1,1,5,2,1,1,40,0,8,1
15,23,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,45,25,9,0
13,20,0,0,1,0,3,1,0,0,1,1,1,0,2,1,0,55,20,9,0
11,22,0,0,1,0,3,1,0,1,1,1,1,0,2,1,0,40,0,9,1
1,18,0,1,1,4,3,3,1,1,1,1,1,0,0,4,1,20,0,3,1
1,15,4,1,1,0,3,3,0,0,1,1,1,0,0,1,0,40,45,4,0
10,20,4,0,0,3,3,0,1,0,1,1,1,0,0,1,0,40,30,8,0
11,18,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,10,30,4,0
11,18,0,1,1,0,3,0,0,1,1,1,1,5,2,1,5,0,0,0,1
15,20,0,1,1,0,1,0,0,1,1,1,1,0,2,5,0,40,60,7,1
7,20,0,0,1,0,3,0,0,0,1,1,1,0,0,3,0,40,50,8,1
14,10,0,1,1,4,3,0,1,1,1,1,1,0,2,0,5,0,0,2,1
14,14,0,1,1,0,3,1,0,1,1,1,1,0,2,0,5,0,0,0,1
14,23,0,0,1,4,3,0,1,0,1,1,1,5,2,5,0,45,25,8,1
10,21,4,1,1,3,3,0,1,0,1,1,1,5,0,1,0,40,50,9,1
2,18,4,1,1,0,3,0,0,0,1,1,1,5,0,1,1,40,0,3,1
10,15,0,0,1,0,3,0,0,0,1,1,1,2,0,1,0,40,45,4,1
10,18,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,40,40,7,0
5,20,0,1,1,0,3,1,0,0,1,1,1,0,0,3,5,10,0,3,1
13,18,4,0,1,0,3,0,0,0,1,1,1,0,2,6,2,20,0,8,0
10,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,55,45,9,0
12,18,0,1,1,0,3,1,0,1,1,1,1,0,2,0,5,0,0,0,1
10,20,0,1,1,0,3,2,0,0,1,1,1,0,0,1,0,36,8,8,1
6,20,0,0,1,4,3,1,1,0,1,1,1,0,0,1,0,45,15,9,1
13,13,0,1,1,0,3,1,0,1,1,1,1,0,2,1,0,40,20,5,1
4,16,4,1,1,0,3,1,0,0,1,1,1,8,0,1,0,36,25,5,0
15,20,0,1,1,0,3,0,0,0,1,1,1,0,2,3,1,40,0,9,1
14,15,0,0,1,0,3,3,0,0,1,1,1,0,2,1,0,60,60,8,1
10,20,0,1,1,0,3,1,0,1,1,1,1,0,0,2,0,40,15,8,1
7,19,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,15,4,0
4,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,20,30,2,0
11,21,4,0,1,4,3,0,1,0,1,1,1,0,2,1,0,40,25,9,0
13,21,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,55,60,9,1
2,17,0,1,1,0,3,0,0,1,1,1,1,0,0,1,5,35,0,4,0
12,20,0,1,1,0,3,0,0,1,1,1,1,0,2,1,0,40,15,9,1
12,22,4,1,1,0,3,1,0,0,1,1,1,0,2,3,0,45,12,9,1
8,18,0,1,0,0,3,1,0,0,0,1,1,0,0,1,2,40,0,3,1
9,21,4,0,1,0,3,1,0,0,1,1,1,0,0,4,0,45,10,9,1
6,15,4,1,1,0,3,0,0,0,1,1,1,0,0,0,5,0,0,2,1
10,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,1,42,0,6,0
10,20,2,1,1,3,3,1,1,0,1,1,1,0,0,3,0,40,20,8,0
10,20,4,0,1,4,3,0,1,0,1,1,1,5,0,1,0,40,45,9,1
4,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,20,8,0
12,16,0,1,1,0,3,0,0,1,1,1,1,0,2,0,5,0,0,0,1
6,17,4,0,1,0,3,0,0,0,1,1,1,7,0,1,0,40,20,8,1
11,18,4,0,1,0,3,1,0,0,1,1,1,0,2,1,0,6,10,3,0
8,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,40,60,8,0
8,19,0,1,1,0,3,0,0,0,1,1,1,0,0,3,0,48,55,9,1
5,19,0,0,1,0,3,1,0,1,1,1,1,8,0,1,0,30,14,6,1
10,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,40,50,8,1
4,16,0,1,1,0,3,1,0,1,1,1,1,0,0,1,5,25,0,3,1
8,22,0,1,1,4,3,0,1,1,1,1,1,5,0,6,0,40,10,3,1
10,23,0,0,1,4,3,0,1,0,1,1,1,0,0,2,0,40,25,8,0
10,22,4,1,1,1,3,0,0,0,1,1,1,8,0,1,0,37,15,9,1
15,18,0,0,1,0,3,0,0,1,1,1,1,1,2,2,2,40,0,6,1
13,19,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,32,35,9,1
12,20,4,1,1,0,3,1,0,0,1,1,1,0,2,1,0,45,10,8,1
3,17,4,0,0,0,3,1,0,0,1,1,0,0,0,1,2,30,0,4,0
2,15,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,15,10,2,1
14,22,0,1,1,0,3,0,0,0,1,1,1,1,2,3,0,40,15,7,0
9,20,0,0,1,4,3,0,1,1,1,1,1,5,0,1,2,25,0,2,0
6,20,0,1,1,0,3,1,0,0,1,1,1,0,0,2,0,30,12,4,0
3,17,0,1,1,3,3,0,1,1,1,1,1,0,0,2,0,40,15,4,1
14,20,0,1,1,3,3,1,1,0,1,1,1,0,2,2,0,40,30,8,1
11,20,0,0,1,0,3,0,0,0,1,1,1,7,2,1,0,60,10,9,0
11,21,0,1,0,0,3,1,0,1,1,1,0,0,2,2,0,40,20,5,1
4,18,4,0,1,0,3,1,0,0,1,1,1,8,0,1,0,40,57,6,1
3,19,4,0,0,0,3,3,0,0,1,1,0,7,0,2,0,6,15,1,0
0,18,4,0,1,4,3,0,1,0,1,1,1,5,0,0,5,0,0,0,1
11,8,0,1,1,4,3,0,1,1,1,1,1,7,2,1,5,0,0,0,1
5,17,0,1,1,0,1,3,0,0,1,1,1,0,0,5,0,40,0,7,1
10,19,0,1,1,0,3,0,0,1,1,1,1,7,0,1,0,40,5,6,1
14,21,0,1,1,0,3,0,0,0,1,1,1,5,2,1,1,40,0,8,1
5,20,4,0,1,4,3,0,1,0,1,1,1,5,0,1,1,40,0,8,0
6,18,0,1,1,0,3,0,0,0,1,1,1,0,0,1,1,80,0,4,1
3,18,0,1,1,0,3,1,0,0,1,1,1,8,0,6,0,20,50,4,1
7,18,0,1,1,0,0,0,0,0,1,1,1,0,0,5,3,40,80,8,1
11,13,0,0,1,4,3,0,1,1,1,1,1,7,2,1,2,40,0,7,0
9,20,0,1,1,3,3,0,1,1,1,1,1,5,0,1,0,40,45,8,1
12,18,2,1,0,0,3,0,0,0,1,1,1,0,2,1,0,45,15,9,0
6,20,4,1,1,0,3,0,0,0,1,1,1,7,0,7,0,40,65,7,1
6,19,0,0,1,2,0,0,0,0,1,1,1,0,0,5,3,40,10,5,1
12,18,4,1,1,0,3,2,0,0,1,1,1,1,2,3,0,20,15,3,1
14,21,0,1,1,4,3,0,1,1,1,1,1,5,2,0,5,0,0,0,1
8,18,4,0,1,0,3,0,0,0,1,1,1,5,0,0,5,0,0,0,1
11,21,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,12,30,2,1
15,17,0,1,1,0,3,1,0,1,1,1,1,8,2,1,0,40,30,8,1
7,17,0,0,1,0,0,0,0,1,1,1,1,0,0,5,3,75,45,8,0
8,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,40,15,8,1
13,21,4,0,1,0,3,0,0,0,1,1,1,0,2,1,0,40,45,8,0
10,20,0,1,1,4,3,0,1,1,1,1,1,5,0,0,5,0,0,0,0
8,20,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,40,10,8,1
6,21,0,1,1,0,3,0,0,1,1,1,1,1,0,3,0,40,20,7,0
9,21,0,0,1,0,3,3,0,0,1,1,1,0,0,1,0,60,0,9,1
12,15,0,1,1,3,3,0,1,1,1,1,1,0,2,0,5,0,0,0,1
13,15,0,1,1,4,3,0,1,0,1,1,1,5,2,9,2,0,0,0,1
11,20,0,1,1,0,3,1,0,1,1,1,1,0,2,1,0,65,45,9,1
14,15,0,0,1,0,3,1,0,0,1,1,1,7,2,1,0,50,20,8,1
12,18,0,0,1,0,1,1,0,0,1,1,1,7,2,1,0,40,15,4,0
9,22,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,50,20,9,0
5,20,4,0,1,0,3,0,0,0,1,1,1,5,0,3,0,40,60,8,1
13,20,0,1,1,4,3,0,1,1,1,1,1,5,2,1,5,0,0,0,0
13,18,4,1,0,0,3,0,0,0,1,1,1,0,2,2,0,40,62,5,0
12,18,4,0,1,0,3,1,0,0,1,1,1,7,2,1,0,40,60,8,1
4,18,0,0,1,0,3,0,0,1,1,1,1,7,0,1,0,50,40,4,1
13,18,0,1,1,0,3,0,0,1,1,1,1,0,2,1,0,40,45,6,1
14,18,0,1,1,0,3,1,0,0,1,1,1,0,2,2,0,26,30,4,1
15,15,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,75,20,6,1
6,23,0,1,1,0,3,3,0,1,1,1,1,0,0,1,0,40,5,5,1
11,21,4,1,1,0,3,1,0,0,1,1,1,0,2,4,0,55,12,8,0
4,15,0,1,1,0,3,0,0,0,1,1,1,0,0,1,5,0,0,0,1
12,18,0,0,1,0,3,0,0,0,1,1,1,0,2,1,2,84,0,7,1
9,17,0,1,1,0,3,0,0,0,1,1,1,7,0,1,0,80,45,6,1
10,18,0,1,1,0,3,3,0,1,1,1,1,0,0,1,5,0,0,0,1
10,21,4,0,1,4,3,0,1,0,1,1,1,0,0,1,0,40,20,9,1
7,13,4,1,1,0,3,0,0,0,1,1,1,6,0,1,5,0,0,1,1
9,20,0,1,1,4,3,0,1,1,1,1,1,5,0,1,0,50,10,6,0
6,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,55,45,8,1
15,22,0,1,1,0,3,0,0,0,1,1,1,0,2,3,0,50,22,8,1
13,20,4,1,1,0,3,0,0,0,1,1,1,8,2,1,2,0,0,0,1
15,18,4,0,1,0,3,1,0,0,1,1,1,0,2,6,0,25,7,3,1
4,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,10,60,2,0
12,22,0,0,1,0,1,0,0,1,1,1,1,5,2,5,0,40,45,9,1
12,21,0,0,1,0,3,0,0,1,1,1,1,7,2,1,0,50,45,9,0
4,19,0,1,1,0,3,1,0,1,1,1,1,0,0,2,5,0,0,0,1
13,15,2,0,1,0,3,1,0,0,1,1,1,0,2,3,0,40,8,7,1
7,20,0,1,1,0,3,1,0,1,1,1,1,0,0,1,0,35,90,4,0
0,18,4,1,1,0,3,1,0,0,1,1,1,8,0,1,0,15,30,3,0
5,18,4,1,1,0,3,0,0,0,1,1,1,0,0,1,5,45,0,4,0
10,20,4,0,1,0,3,1,0,0,1,1,1,8,0,1,0,40,5,4,1
8,21,0,1,1,0,3,0,0,0,1,1,1,0,0,2,0,40,45,7,1
4,18,0,1,1,0,3,3,0,0,1,1,1,0,0,1,0,22,10,4,0
15,20,4,0,1,0,3,1,0,0,1,1,1,0,2,1,0,40,30,8,1
10,17,0,1,0,0,3,1,0,1,1,1,0,0,0,4,0,40,10,4,1
14,14,0,0,1,4,3,0,1,0,1,1,1,0,2,6,0,40,25,4,1
9,19,0,0,1,0,3,0,0,0,1,1,1,5,0,1,0,50,15,8,1
13,20,0,1,1,3,3,3,1,1,1,1,1,5,2,1,5,0,0,0,0
9,21,4,0,1,0,3,1,0,0,1,1,1,5,0,1,0,40,12,9,1
5,18,4,0,1,4,3,0,1,0,1,1,1,0,0,0,5,0,0,2,0
9,20,4,1,1,0,3,1,0,0,1,1,1,7,0,2,2,40,0,4,1
12,15,0,0,1,0,3,0,0,0,1,1,1,7,2,1,0,40,30,7,1
11,20,0,0,1,0,3,0,0,1,1,1,1,1,2,1,2,0,0,2,1
15,10,0,0,0,4,3,0,1,1,0,1,1,2,2,1,2,30,0,3,1
13,14,0,1,1,0,3,3,0,0,1,1,1,7,2,2,0,32,5,4,1
3,18,4,1,1,0,3,3,0,0,1,1,1,0,0,1,0,35,1,6,1
14,21,4,1,1,0,3,1,0,0,1,1,1,5,2,2,0,36,60,9,1
10,20,4,0,1,0,3,1,0,0,1,1,1,5,0,1,0,50,60,9,1
10,17,0,1,1,4,3,0,1,1,1,1,1,0,0,1,0,40,5,8,1
12,18,4,1,1,0,3,0,0,0,1,1,1,1,2,1,0,40,25,6,1
11,8,0,0,1,4,3,0,1,1,1,1,1,0,2,1,0,40,30,4,0
11,20,4,0,0,0,3,0,0,0,1,1,0,5,2,1,0,40,65,3,1
14,15,0,0,1,0,3,3,0,1,1,1,1,0,2,1,0,47,75,7,1
8,15,4,0,1,4,3,0,1,0,1,1,1,5,0,1,0,36,30,3,1
10,18,4,0,1,0,3,3,0,0,1,1,1,0,0,1,0,40,25,7,1
13,15,4,1,1,0,3,0,0,0,1,1,1,0,2,4,0,20,30,2,1
14,20,4,0,1,0,3,2,0,0,1,1,1,0,2,1,0,40,10,6,1
9,20,0,1,1,4,3,0,1,1,1,1,1,5,0,0,5,0,0,7,1
11,21,0,1,1,0,3,1,0,1,1,1,1,0,2,1,0,40,15,7,1
10,17,0,1,1,0,3,0,0,1,1,1,1,1,0,1,0,36,20,7,0
13,10,4,0,1,4,3,0,1,0,1,1,1,7,2,1,0,40,0,5,1
3,20,0,1,1,0,3,1,0,0,1,1,1,0,0,3,0,30,35,5,0
14,20,0,1,1,3,3,2,1,0,1,1,1,0,2,3,0,40,29,5,1
6,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,40,10,8,0
6,15,4,1,1,0,3,1,0,0,1,1,1,0,0,1,5,25,0,2,1
6,20,4,0,1,4,3,0,1,0,1,1,1,0,0,1,0,43,90,9,0
6,15,4,0,1,2,3,0,0,0,1,1,1,0,0,7,0,55,45,7,1
12,18,0,1,1,3,3,0,1,0,1,1,1,5,2,2,1,30,0,2,1
15,20,0,0,1,0,3,1,0,0,1,1,1,0,2,2,0,60,10,8,1
11,20,0,1,1,0,3,1,0,1,1,1,1,0,2,8,5,0,0,0,1
13,20,0,0,1,0,3,3,0,0,1,1,1,0,2,1,0,40,10,6,0
12,21,4,1,1,0,3,0,0,0,1,1,1,0,2,1,0,80,15,6,1
15,21,0,1,1,0,3,1,0,0,1,1,1,0,2,1,0,40,10,8,1
9,20,0,1,1,4,3,0,1,1,1,1,1,0,0,1,0,40,25,5,0
8,15,0,1,1,4,3,0,1,0,1,1,1,0,0,0,5,0,0,0,0
10,20,4,1,1,0,3,0,0,0,1,1,1,0,0,2,0,37,10,7,0
5,19,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,30,6,1
5,21,0,1,1,4,3,0,1,1,1,1,1,5,0,0,5,0,0,0,0
14,15,0,1,1,4,3,0,1,1,1,1,1,0,2,0,5,0,0,0,1
10,20,0,1,1,0,3,2,0,1,1,1,1,0,0,1,1,45,0,7,1
7,21,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,50,30,8,1
9,21,0,0,1,0,3,1,0,0,1,1,1,0,0,4,0,40,35,8,0
14,15,4,0,1,4,3,0,1,0,1,1,1,8,2,1,0,55,20,7,1
14,15,2,1,1,4,3,0,1,0,1,1,1,0,2,3,0,32,60,4,1
10,21,0,1,1,0,3,0,0,0,1,1,1,0,0,6,0,35,45,8,0
11,20,4,1,1,0,3,1,0,0,1,1,1,0,2,2,0,40,8,8,1
14,15,0,0,1,4,3,3,1,0,1,1,1,7,2,1,0,45,30,8,1
5,18,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,45,30,5,1
10,17,0,0,1,0,1,2,0,0,1,1,1,0,0,1,0,60,80,9,1
14,20,0,1,1,0,3,0,0,1,1,1,1,0,2,6,5,40,0,2,1
12,18,4,1,1,0,3,1,0,0,1,1,1,0,2,3,0,45,15,6,1
3,18,4,0,1,0,3,1,0,0,1,1,1,0,0,1,1,15,0,3,1
13,9,0,1,1,4,3,0,1,0,1,1,1,0,2,9,2,0,0,0,1
2,19,4,1,1,3,3,0,1,0,1,1,1,7,0,1,5,0,0,1,0
12,20,0,0,1,3,3,0,1,0,1,1,1,0,2,1,0,40,90,7,1
7,18,4,0,1,0,3,0,0,0,1,1,1,7,0,1,0,40,3,4,1
15,21,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,40,60,8,1
12,20,0,1,1,0,3,1,0,1,1,1,1,0,2,1,1,20,0,2,0
10,17,4,1,1,4,3,0,1,0,1,1,1,7,0,1,0,40,45,4,1
9,15,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,35,8,8,1
7,20,4,0,1,0,3,3,0,0,1,1,1,0,0,1,0,45,25,9,1
15,21,0,1,1,4,3,0,1,1,1,1,1,5,2,1,0,40,60,9,1
7,20,0,1,1,0,3,0,0,1,1,1,1,7,0,1,0,40,45,7,1
0,15,4,0,1,0,3,0,0,0,1,1,1,8,0,1,0,24,10,2,1
9,21,0,1,1,4,3,0,1,1,1,1,1,5,0,1,0,40,20,7,1
13,0,0,1,1,4,3,0,1,0,1,1,1,5,2,1,5,0,0,0,1
14,20,2,0,1,0,3,0,0,0,1,1,1,0,2,3,0,50,25,9,0
8,18,0,0,1,0,1,3,0,1,1,1,1,0,0,1,0,40,15,7,1
11,21,4,0,1,0,3,1,0,0,1,1,1,0,2,2,0,45,15,7,1
14,20,3,1,1,0,3,0,0,0,1,1,1,0,2,1,0,40,30,9,0
13,20,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,45,45,9,1
4,18,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,44,30,5,0
1,19,4,1,1,0,3,3,0,0,1,1,1,2,0,1,0,23,30,4,1
11,18,0,1,1,0,3,2,0,1,1,1,1,0,2,3,0,48,30,7,1
2,18,4,0,1,0,3,1,0,0,1,1,1,0,0,4,0,30,12,3,1
1,17,0,1,1,0,3,3,0,1,1,1,1,0,0,1,0,20,30,2,0
15,21,0,1,1,1,3,0,0,0,1,1,1,5,2,1,0,40,45,9,1
6,21,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,45,15,9,1
13,20,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,40,60,6,1
13,17,4,0,1,0,3,3,0,0,1,1,1,0,2,1,0,32,50,4,1
2,15,4,0,1,0,3,2,0,0,1,1,1,2,0,1,0,40,20,4,1
6,21,4,0,1,0,3,0,0,0,1,1,1,0,0,3,0,40,8,4,1
11,18,4,1,1,0,3,0,0,0,1,1,1,0,2,4,0,40,25,4,0
11,15,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,40,78,7,1
1,18,4,1,1,0,3,0,0,0,1,1,1,0,0,1,5,0,0,1,0
11,22,0,0,1,0,3,2,0,0,1,1,1,0,2,1,1,45,0,9,0
11,18,0,1,1,0,3,3,0,1,1,1,1,0,2,1,5,0,0,0,1
12,17,0,1,1,0,3,3,0,0,1,1,1,0,2,1,0,43,30,7,1
9,20,0,1,1,0,3,1,0,0,1,1,1,8,0,3,0,30,30,3,1
14,17,0,0,1,0,3,3,0,1,1,1,1,0,2,3,0,60,0,9,1
1,18,4,0,1,4,3,3,1,0,1,1,1,5,0,0,5,0,0,0,0
14,20,4,0,1,0,3,1,0,0,1,1,1,0,2,6,5,25,0,6,1
13,23,0,1,1,0,3,1,0,0,1,1,1,8,2,1,0,40,45,9,1
1,18,4,0,1,0,3,0,0,0,1,1,1,7,0,1,5,38,0,1,0
12,20,0,0,1,0,3,1,0,0,1,1,1,0,2,1,0,40,20,9,1
15,20,4,0,1,0,3,1,0,0,1,1,1,0,2,4,0,45,30,8,0
6,21,4,0,1,3,3,3,1,0,1,1,1,0,0,1,0,72,20,9,0
8,19,0,0,1,0,2,0,0,1,1,1,1,0,0,5,0,45,22,9,1
6,18,4,0,1,0,3,0,0,0,1,1,1,0,0,1,5,0,0,3,1
9,18,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,60,5,7,1
9,15,4,0,1,3,3,0,1,0,1,1,1,7,0,1,2,40,0,2,1
10,18,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,30,40,7,1
8,19,0,1,1,0,3,1,0,0,1,1,1,0,0,2,1,30,0,5,0
0,16,4,0,0,0,3,0,0,0,1,1,0,8,0,1,0,40,10,3,1
7,18,0,1,1,0,3,0,0,0,1,1,1,7,0,1,5,0,0,0,1
14,17,0,1,1,3,3,0,1,0,1,1,1,0,2,3,0,40,10,7,1
9,19,0,0,1,4,3,0,1,1,1,1,1,7,0,1,0,38,25,7,1
11,20,4,1,1,0,3,1,0,0,1,1,1,0,2,3,0,40,15,8,0
11,18,0,1,1,0,3,1,0,0,1,1,1,0,2,5,0,50,4,7,1
3,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,45,10,8,1
10,15,0,1,1,4,3,0,1,1,1,1,1,7,0,0,5,0,0,0,1
12,17,4,1,1,0,3,0,0,0,1,1,1,0,2,1,0,37,60,4,0
11,20,0,1,1,3,3,0,1,0,1,1,1,5,2,1,1,40,0,4,1
14,4,0,0,1,4,3,0,1,1,1,1,1,0,1,1,0,20,20,4,1
0,15,4,0,1,0,3,3,0,0,1,1,1,5,0,4,0,8,0,3,1
5,16,4,0,1,0,3,3,0,0,1,1,1,0,0,1,2,0,0,0,1
13,19,4,1,1,0,3,0,0,0,1,1,1,7,2,3,0,40,20,8,1
10,20,0,0,1,0,0,0,0,0,1,1,1,1,0,5,3,12,45,4,1
15,15,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,50,25,7,1
13,21,0,0,1,4,3,0,1,0,1,1,1,5,2,6,0,40,10,9,0
13,17,4,0,1,0,3,0,0,0,1,1,1,0,2,6,0,30,30,8,0
6,18,4,0,1,0,3,1,0,0,1,1,1,0,0,1,5,16,0,3,1
12,19,0,0,1,0,3,3,0,1,1,1,1,0,2,1,0,40,50,6,1
13,18,0,1,1,0,3,0,0,0,1,1,1,0,2,0,5,0,0,0,1
8,18,4,0,0,0,1,1,0,0,1,1,0,8,0,6,5,5,0,1,0
9,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,40,25,7,1
10,21,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,45,25,9,1
14,15,4,1,0,0,3,1,0,0,1,1,1,0,2,1,0,35,25,4,0
9,21,4,1,1,0,3,1,0,0,1,1,1,0,0,2,0,40,15,8,0
10,20,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,15,9,1
13,20,0,0,1,0,3,1,0,0,1,1,1,0,2,1,0,50,80,9,0
10,15,0,1,1,3,3,0,1,0,1,1,1,0,0,1,0,15,25,3,1
10,20,4,0,1,0,1,3,0,0,1,1,1,0,0,1,0,40,20,9,1
11,20,2,0,1,3,3,0,1,0,1,1,1,0,2,7,0,35,20,6,1
9,19,0,1,1,4,3,0,1,1,1,1,1,0,0,9,2,0,0,4,1
10,20,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,42,15,9,1
3,18,4,0,0,0,3,1,0,0,1,1,0,0,0,1,0,40,10,9,1
15,20,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,45,0,9,1
11,15,4,0,1,0,3,3,0,0,1,1,1,0,2,1,0,45,5,7,1
14,20,0,0,1,4,3,1,1,1,1,1,1,0,2,1,0,38,30,9,0
13,20,0,0,1,4,3,3,1,1,1,1,1,7,2,1,0,40,40,9,1
4,18,0,1,1,0,3,3,0,1,1,1,1,5,0,1,5,0,0,0,0
11,20,0,1,1,0,3,0,0,0,1,1,1,0,2,2,0,30,0,9,1
14,15,0,0,1,0,3,0,0,0,1,1,1,7,2,1,0,40,20,6,1
12,19,0,1,1,0,3,0,0,1,1,1,1,5,2,0,5,0,0,0,1
13,20,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,40,35,8,0
7,18,0,0,1,0,3,0,0,0,1,1,1,1,0,1,0,60,60,3,1
11,21,0,1,1,0,3,0,0,1,1,1,1,0,2,6,0,15,5,5,1
11,19,0,1,1,3,3,3,1,0,1,1,1,1,2,0,5,0,0,0,1
14,15,4,1,1,0,3,0,0,0,1,1,1,7,2,1,0,29,20,5,1
5,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,45,40,7,0
9,21,4,1,1,0,3,1,0,0,1,1,1,0,0,2,0,50,60,9,1
7,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,80,30,9,1
10,19,0,0,1,0,3,0,0,1,1,1,1,0,0,4,2,72,0,8,1
8,13,4,0,1,0,3,0,0,0,1,1,1,0,0,1,2,40,0,5,1
7,15,0,1,1,4,3,0,1,0,1,1,1,7,0,1,2,40,0,5,1
8,10,4,0,1,4,3,0,1,0,1,1,1,0,0,1,0,40,0,5,0
2,18,4,0,1,4,3,0,1,0,1,1,1,0,0,0,5,0,0,4,0
9,19,0,1,1,0,3,0,0,1,1,1,1,0,0,1,0,40,90,6,1
11,18,0,0,1,0,3,1,0,0,1,1,1,0,2,6,0,35,8,9,1
14,20,0,0,1,3,3,3,1,1,1,1,1,8,2,1,0,20,12,2,1
15,8,0,0,1,4,3,0,1,1,1,1,1,0,2,1,0,40,5,5,1
10,21,0,1,1,0,3,1,0,1,1,1,1,0,0,1,0,35,20,4,1
14,18,0,1,1,0,3,0,0,0,1,1,1,0,2,3,0,40,10,6,1
2,17,4,0,1,2,3,3,0,0,1,1,1,0,0,1,0,40,45,8,1
15,20,0,0,1,4,3,0,1,0,1,1,1,5,2,1,0,65,15,9,1
