AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
51,13,0,16,1,0,0,0,4,0,0,1,1,1,0,1,0
40,12,4,16,1,0,4,0,4,0,1,1,1,1,0,0,0
28,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
17,14,4,2,1,3,0,0,4,1,0,1,1,1,1,8,0
63,11,4,10,0,0,0,0,4,3,0,0,0,1,0,5,1
18,18,4,2,1,0,0,0,4,3,0,1,1,1,0,0,0
38,21,0,1,1,0,4,0,4,0,1,1,1,1,1,5,0
24,18,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
37,20,0,1,1,0,4,0,4,0,1,1,1,1,0,0,1
43,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
34,15,0,1,0,0,4,0,4,0,1,1,1,0,1,0,0
76,11,1,16,0,0,0,2,4,2,0,1,1,0,0,0,0
30,16,0,1,1,0,0,0,2,1,0,1,1,1,0,0,1
21,17,4,16,1,0,0,0,4,0,0,1,1,1,0,1,0
53,21,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
68,22,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
61,15,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
60,16,0,16,0,0,4,0,4,3,1,1,1,0,1,5,0
73,13,1,16,0,0,3,2,4,0,1,1,1,1,0,6,0
41,20,0,2,1,0,0,0,2,0,0,1,1,1,0,0,0
37,17,4,16,1,0,0,0,4,1,0,1,1,1,0,0,0
21,19,4,2,1,0,0,0,4,1,0,1,1,1,0,0,1
60,16,2,0,1,0,4,0,4,0,1,1,1,1,1,0,1
54,17,4,0,1,0,3,0,4,3,1,1,1,1,1,7,1
73,1,4,17,0,0,0,0,4,3,0,1,1,0,0,0,0
52,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
42,20,0,0,1,0,0,0,4,3,0,1,1,1,1,0,1
77,16,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
45,20,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
30,22,4,0,1,0,4,0,4,0,1,1,1,1,0,0,0
42,18,2,0,1,0,4,0,4,0,1,1,1,1,1,7,1
67,18,1,0,1,0,0,0,4,1,0,1,1,1,1,0,0
17,13,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
41,13,2,17,0,0,4,0,4,0,1,0,1,0,1,0,0
74,21,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0
71,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
31,22,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
22,16,4,17,0,0,0,0,4,3,0,0,1,1,1,0,1
76,14,1,16,0,0,0,2,4,0,0,1,1,0,1,0,0
82,17,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
6,3,4,17,1,0,0,2,0,0,0,1,1,1,1,1,0
10,6,4,2,1,1,0,0,0,0,0,1,1,1,1,7,0
17,19,4,17,1,0,0,2,4,3,0,1,1,1,1,5,0
66,16,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0
59,22,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
9,6,4,10,1,7,0,0,0,0,0,1,1,1,1,6,0
13,10,4,2,1,7,0,0,0,0,0,1,1,1,1,7,0
18,16,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
25,16,4,0,1,0,0,0,4,0,0,1,1,1,1,7,1
46,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
9,6,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
19,19,4,17,1,0,0,0,4,0,0,1,1,1,1,1,0
17,14,4,16,0,0,0,0,4,3,0,1,1,0,1,0,0
26,20,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
55,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
28,16,4,16,1,0,0,0,4,0,0,1,1,1,1,7,0
23,19,4,17,1,0,0,0,4,0,0,1,1,1,0,5,1
35,19,4,17,0,0,0,0,4,0,0,1,1,0,1,1,0
9,7,4,2,1,1,0,0,0,2,0,1,1,1,1,0,0
45,21,0,1,0,0,0,0,4,3,0,1,1,1,1,0,0
65,21,2,0,1,0,3,0,4,0,1,1,1,1,1,5,1
82,21,1,16,0,0,3,2,4,0,1,1,1,1,1,5,0
39,20,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
76,8,2,16,0,0,0,0,4,0,0,1,0,0,1,0,0
82,13,1,16,0,0,0,0,4,3,0,1,1,1,0,0,0
70,19,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
9,6,4,4,1,1,0,0,0,1,0,1,1,1,0,8,0
62,24,0,0,1,0,0,0,4,1,0,1,1,1,0,0,0
94,16,1,17,0,0,0,0,4,0,0,1,1,0,1,5,0
31,20,2,0,1,0,0,0,4,1,0,1,1,1,1,0,1
28,20,0,0,1,0,0,0,4,1,0,1,1,1,0,1,1
17,14,4,16,1,0,0,2,4,1,0,1,1,1,0,8,0
58,22,0,16,0,0,0,0,4,0,0,0,1,0,1,0,0
94,21,1,17,0,0,0,0,4,3,0,0,1,0,1,0,0
60,16,2,17,1,0,0,2,4,0,0,1,1,1,0,0,1
48,19,0,0,1,0,0,0,4,0,0,1,1,1,1,8,1
5,1,4,15,0,0,0,0,0,1,0,1,1,1,1,0,0
61,21,0,1,1,0,3,2,4,1,1,1,1,1,1,5,1
56,16,0,1,1,0,4,0,4,0,1,1,1,1,1,0,0
45,19,2,16,0,0,0,2,4,0,0,1,1,0,1,0,0
33,22,0,1,1,0,0,0,4,3,0,1,1,1,0,0,1
9,5,4,2,1,1,0,0,0,1,0,1,1,1,1,0,0
47,21,0,0,1,0,4,0,4,0,1,1,1,1,1,5,0
19,19,4,17,1,0,0,2,4,0,0,1,1,1,0,0,0
61,16,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
24,18,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
17,14,4,16,1,0,0,2,4,1,0,1,1,1,0,1,0
23,21,4,2,1,0,0,0,4,0,0,1,1,1,1,5,0
82,19,4,17,1,0,0,0,2,1,0,1,1,1,0,0,0
84,9,0,0,1,0,3,0,4,0,1,1,1,1,0,0,0
26,17,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
34,19,4,13,1,0,3,0,2,0,1,1,1,1,1,5,1
55,21,4,0,1,0,0,0,4,1,0,1,1,1,0,8,0
57,11,2,0,1,0,4,0,4,1,1,1,1,1,1,0,1
5,2,4,2,1,1,0,0,0,3,0,1,1,1,0,8,0
64,23,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
59,16,0,0,1,0,3,0,4,0,1,1,1,1,1,0,1
64,22,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
39,16,4,2,0,0,0,0,4,3,0,1,1,0,0,8,0
75,18,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
38,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
64,20,0,0,1,0,4,0,4,3,1,1,1,1,0,0,1
25,21,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
35,19,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
75,16,1,16,0,0,0,0,4,0,0,1,1,0,0,0,0
47,16,0,1,1,0,0,0,4,0,0,1,1,1,0,5,1
6,3,4,2,0,7,0,0,0,3,0,1,1,0,0,0,0
12,10,4,2,1,2,0,0,0,3,0,1,1,1,1,0,0
19,19,4,2,1,0,0,0,4,0,0,1,1,1,0,7,1
45,9,0,0,1,0,4,0,4,0,1,1,1,1,0,7,1
35,21,0,2,1,0,0,0,4,0,0,1,1,1,0,5,1
31,19,0,1,1,0,4,0,4,1,1,1,1,1,1,0,0
11,8,4,2,1,7,2,0,0,3,0,1,1,1,1,7,0
23,21,4,0,1,0,0,0,4,0,0,1,1,1,0,5,1
41,1,4,17,0,0,0,0,4,0,0,1,0,0,0,0,0
33,18,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
11,9,4,2,1,1,0,0,0,3,0,1,1,1,0,5,0
11,8,4,2,1,1,0,0,0,0,0,1,1,1,1,5,0
41,22,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
20,19,4,17,1,0,0,2,4,1,0,1,1,1,0,5,0
37,19,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
89,21,0,16,0,0,3,2,4,0,1,1,1,0,1,5,0
39,19,4,16,0,0,0,0,4,0,0,1,1,0,1,7,0
19,16,4,17,1,0,0,2,4,0,0,1,1,1,0,0,0
18,13,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
33,16,4,13,1,0,0,0,4,1,0,1,1,1,0,0,0
48,16,0,0,1,0,3,0,4,0,1,1,1,1,1,5,1
46,19,4,16,1,0,0,0,4,1,0,1,1,1,0,8,0
89,16,2,16,0,0,0,0,4,3,0,0,1,0,1,0,0
26,21,4,13,0,0,0,0,4,0,0,0,1,1,1,5,1
68,21,2,0,1,0,0,0,4,1,0,1,1,1,1,0,0
36,23,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
30,20,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
71,21,0,1,1,0,0,0,4,1,0,1,1,1,1,5,1
83,16,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
75,17,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
94,19,1,16,0,0,0,2,4,3,0,0,1,0,1,0,0
15,11,4,2,1,2,0,0,0,1,0,1,1,1,1,8,0
38,21,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
25,18,4,17,0,0,0,0,4,0,0,1,1,0,0,0,0
67,21,4,16,0,0,0,2,4,3,0,1,1,0,0,7,0
27,16,0,2,1,0,0,0,4,3,0,1,1,1,1,5,1
68,20,2,0,1,0,0,0,4,1,0,1,1,1,1,0,0
68,21,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1
23,19,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
72,20,2,16,0,0,0,0,4,1,0,1,1,1,0,0,0
28,16,2,7,1,0,0,0,4,1,0,1,1,1,0,8,1
26,19,4,10,1,0,0,0,4,0,0,1,1,1,0,7,1
9,6,4,10,1,7,0,0,0,3,0,1,1,1,1,5,0
52,16,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
48,22,0,1,1,0,0,0,4,0,0,1,1,1,1,5,1
18,16,4,17,1,0,0,2,4,1,0,1,1,1,0,8,0
22,16,4,16,0,0,0,2,4,1,0,1,0,0,0,0,0
65,20,2,0,1,0,0,2,2,0,0,1,1,1,0,4,0
94,16,1,17,0,0,3,0,4,0,1,0,1,0,1,5,0
21,18,4,5,1,0,4,0,4,0,1,1,1,1,0,0,1
66,18,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0
66,19,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
60,20,0,1,1,0,0,0,2,0,0,1,1,1,0,0,1
68,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,0
8,6,4,2,1,7,0,2,0,1,0,1,1,1,0,0,0
35,21,4,2,1,0,0,0,4,3,0,1,1,1,1,1,1
20,19,4,17,1,0,0,2,4,3,0,1,1,1,1,0,1
52,14,4,0,1,0,3,0,4,0,1,1,1,1,1,0,1
15,12,4,16,1,0,0,2,0,0,0,1,1,1,0,0,0
75,16,1,16,0,0,3,0,4,0,1,1,1,1,1,0,0
59,17,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
84,1,2,0,1,0,3,0,4,0,1,1,1,1,1,5,0
49,16,2,16,0,0,4,2,4,0,1,1,0,1,0,5,0
18,19,4,17,1,0,4,1,4,0,1,1,1,1,1,5,0
26,1,4,16,0,0,0,2,4,3,0,1,1,0,1,7,0
20,14,4,16,1,0,0,0,4,1,0,1,1,1,0,7,0
66,22,2,0,1,0,0,0,4,1,0,1,1,1,0,0,1
55,19,2,17,1,0,0,2,4,0,0,1,1,1,0,1,0
51,19,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
94,7,1,16,0,0,0,0,4,0,0,1,1,0,1,0,0
29,14,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
60,17,4,16,0,0,0,2,4,0,0,1,1,1,0,1,0
11,8,4,2,0,8,0,0,0,2,0,1,1,0,0,0,0
15,11,4,15,1,0,0,0,0,3,0,1,1,1,1,8,0
23,16,4,16,1,0,0,2,4,1,0,1,1,1,0,1,0
19,18,4,17,1,0,0,2,4,0,0,1,1,1,0,0,0
41,21,4,0,1,0,3,0,4,0,1,1,1,1,1,0,1
10,8,4,2,1,1,0,0,0,3,0,1,1,1,0,5,0
71,14,1,0,1,0,0,0,4,0,0,1,1,1,1,0,0
30,21,0,0,1,0,0,2,4,0,0,1,1,1,1,5,0
18,14,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
26,15,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
36,14,3,16,1,0,0,0,4,0,0,1,1,1,1,0,0
24,19,4,17,1,0,0,0,4,0,0,1,1,1,1,0,1
57,22,4,17,0,0,0,0,4,1,0,0,1,1,0,0,1
79,21,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0
27,16,4,0,1,0,0,0,4,1,0,1,1,1,1,0,1
30,14,0,16,1,0,0,2,4,0,0,1,1,1,0,7,0
36,17,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
19,16,4,10,1,0,0,0,4,3,0,1,1,1,0,0,1
94,16,1,16,0,0,0,0,4,0,0,1,1,0,1,1,0
9,6,4,2,1,1,0,0,0,0,0,1,1,1,1,5,0
19,18,4,17,1,0,0,2,4,0,0,1,1,1,0,5,0
15,11,4,2,1,5,0,0,0,3,0,1,1,1,1,0,0
54,19,4,5,1,0,3,0,4,3,1,1,1,1,1,7,0
21,19,4,12,1,0,0,2,4,3,0,1,1,1,0,0,0
75,22,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
19,16,4,17,1,0,0,2,4,1,0,1,1,1,1,8,0
67,19,4,2,1,0,0,0,4,0,0,1,1,1,1,0,0
83,22,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0
24,20,4,17,1,0,0,2,4,0,0,1,1,1,1,5,1
26,16,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
18,16,4,2,1,0,0,0,4,0,0,1,1,1,1,7,1
61,20,1,6,1,0,4,0,4,0,1,1,1,1,1,5,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,1,0
25,21,4,0,1,0,0,2,4,0,0,1,1,1,1,0,1
31,16,0,1,1,0,4,0,4,0,1,1,1,1,1,8,0
18,18,4,17,1,0,0,2,4,0,0,1,1,1,1,1,0
16,14,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
22,16,4,2,1,0,4,0,4,0,1,1,1,1,0,0,1
17,13,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
49,15,0,1,1,0,0,0,4,0,0,1,1,1,0,7,1
22,14,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
26,18,4,13,1,0,0,0,4,0,0,1,1,1,0,2,1
22,19,4,17,0,0,0,2,4,3,0,1,1,0,1,5,0
26,21,4,13,1,0,0,2,4,0,0,1,1,1,1,0,1
24,21,4,0,1,0,0,0,4,0,0,1,1,1,1,1,1
30,17,0,0,1,0,4,0,4,0,1,1,1,1,1,0,0
22,17,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
39,23,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
44,19,3,16,1,0,0,2,4,0,0,1,1,1,0,1,0
10,7,4,7,1,7,0,0,0,3,0,1,1,1,0,7,0
29,23,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
28,18,4,17,1,0,0,0,4,1,0,1,1,1,0,8,0
18,18,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
43,14,0,16,1,0,0,2,4,0,0,1,1,1,0,0,0
33,18,4,3,1,0,0,2,4,0,0,1,1,1,0,0,1
28,19,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
39,19,4,0,1,0,0,0,4,0,0,1,1,1,1,1,1
36,21,0,0,1,0,4,2,4,0,1,1,1,1,1,1,0
23,16,4,13,1,0,0,0,4,1,0,1,1,1,0,8,1
46,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
67,19,0,1,1,0,0,2,2,1,0,1,1,1,0,0,0
61,20,2,15,1,0,0,0,4,0,0,1,1,1,1,0,1
53,16,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
94,16,2,17,0,0,3,0,4,0,1,1,1,0,1,5,0
73,15,0,1,1,0,3,0,4,0,1,1,1,1,0,0,0
9,6,4,2,1,2,0,0,0,0,0,1,1,1,0,5,0
74,24,4,16,0,0,0,0,2,1,0,1,1,1,0,0,0
48,23,0,1,1,0,3,0,4,3,1,1,1,1,1,5,1
47,21,0,0,1,0,0,0,4,0,0,1,1,1,1,1,0
26,13,4,16,1,0,0,0,4,0,0,1,1,1,0,4,0
64,1,0,0,1,0,3,0,4,0,1,1,1,1,0,0,0
68,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
75,16,0,1,1,0,0,0,4,0,0,1,1,1,1,5,0
58,18,4,17,0,0,0,0,4,3,0,1,1,0,0,0,0
60,19,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
57,21,4,12,1,0,0,0,3,3,0,1,1,1,0,0,0
59,22,2,2,1,0,0,2,4,3,0,1,1,1,0,7,1
41,20,2,0,1,0,0,0,4,0,0,1,1,1,1,1,1
27,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
94,16,1,0,0,0,0,0,4,0,0,1,1,0,1,5,0
40,16,2,0,1,0,0,2,4,0,0,1,1,1,1,0,1
21,1,4,17,1,0,0,2,1,3,0,1,1,1,0,0,0
59,19,0,1,1,0,4,0,4,3,1,1,1,1,1,0,1
43,21,0,0,1,0,0,0,2,1,0,1,1,1,0,8,1
9,7,4,2,1,2,0,0,0,0,0,1,1,1,1,0,0
79,16,4,0,0,0,0,0,2,0,0,1,1,1,0,0,0
88,22,4,0,0,0,3,0,4,0,1,1,1,1,0,0,0
70,16,2,0,1,0,0,2,4,3,0,1,1,1,1,0,0
50,1,4,17,0,0,3,0,4,0,1,1,1,0,0,5,0
63,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
29,16,4,2,1,0,0,0,4,0,0,1,1,1,0,1,1
22,14,4,17,0,0,0,0,4,0,0,1,1,0,1,1,0
22,16,4,17,1,0,0,2,1,0,0,1,1,1,0,1,0
31,12,2,16,0,0,4,2,4,0,1,1,1,1,0,7,0
17,14,4,2,1,1,0,0,4,0,0,1,1,1,1,0,1
19,18,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
50,16,0,0,1,0,4,0,4,0,1,1,1,1,0,7,1
94,14,2,16,0,0,0,0,4,3,0,1,1,0,1,0,0
62,20,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
78,1,0,1,0,0,4,0,4,3,1,1,0,1,1,5,0
73,22,1,0,0,0,2,0,2,0,0,1,1,0,0,0,0
20,16,4,17,1,0,0,0,4,1,0,1,1,1,0,0,0
59,19,2,0,1,0,0,0,4,1,0,1,1,1,1,0,1
36,21,0,0,1,0,3,0,4,3,1,1,1,1,0,0,1
56,23,2,0,1,0,0,0,4,1,0,1,1,1,0,0,0
71,16,3,5,0,0,0,0,4,0,0,1,1,1,1,1,0
70,19,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0
15,13,4,2,1,2,4,0,0,0,1,1,1,1,0,0,0
21,19,4,17,1,0,0,0,4,0,0,1,1,1,1,0,1
69,21,0,0,1,0,0,0,4,0,0,1,1,1,1,5,1
41,16,0,0,1,0,4,0,4,0,1,1,1,1,1,7,1
45,18,4,0,1,0,4,0,4,1,1,1,1,1,1,0,1
33,21,4,0,1,0,3,0,4,1,1,1,1,1,1,0,1
31,18,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
42,18,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
51,9,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
46,13,0,16,1,0,0,0,4,0,0,1,1,1,0,7,0
12,7,4,2,0,5,0,0,0,1,0,1,1,0,0,0,0
11,9,4,2,1,1,0,0,0,3,0,1,1,1,1,0,0
82,19,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0
39,21,0,0,1,0,3,0,4,0,1,1,1,1,1,5,1
21,19,4,16,0,0,0,0,2,0,0,1,1,0,0,1,0
62,21,2,13,1,0,0,2,4,3,0,1,1,1,1,0,0
55,22,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
57,18,0,0,1,0,0,0,4,0,0,1,1,1,0,1,1
74,1,4,17,0,0,0,0,4,0,0,0,0,0,1,0,0
44,21,0,1,1,0,0,0,4,1,0,1,1,1,1,8,1
18,18,4,17,1,0,0,0,4,1,0,1,1,1,1,5,0
19,18,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
82,21,0,16,0,0,3,0,4,0,1,1,1,0,0,5,0
52,21,0,0,1,0,0,0,4,1,0,1,1,1,1,8,0
44,19,4,16,1,0,0,0,4,1,0,1,1,1,0,0,0
26,19,4,17,1,0,0,2,1,0,0,1,1,1,0,1,0
20,19,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
15,12,4,2,1,2,0,0,0,1,0,1,1,1,0,0,0
59,21,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0
15,12,4,2,1,2,0,0,0,1,0,1,1,1,0,0,0
26,23,4,12,1,0,0,2,4,1,0,1,1,1,0,0,1
94,22,1,16,0,0,0,0,2,1,0,0,1,1,0,0,0
71,19,4,16,0,0,0,0,4,3,0,1,1,0,1,0,0
60,21,0,17,1,0,3,2,4,0,1,1,1,1,0,5,1
53,14,4,17,0,0,0,0,4,0,0,1,1,0,0,0,0
22,12,4,16,1,0,0,2,4,1,0,1,1,1,0,8,0
19,18,4,17,1,0,0,0,4,0,0,1,1,1,1,5,1
69,21,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
14,11,4,2,1,1,0,0,0,0,0,1,1,1,1,5,0
19,16,4,17,1,0,0,2,4,1,0,1,1,1,0,8,0
29,16,4,0,1,0,0,0,4,0,0,1,1,1,0,1,1
58,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
22,16,4,2,1,0,0,0,4,3,0,1,1,1,0,0,1
43,22,4,16,1,0,0,2,2,1,0,1,1,1,0,8,0
33,19,4,16,1,0,3,0,4,0,1,1,1,1,0,5,0
19,18,4,17,1,0,0,2,4,1,0,1,1,1,0,1,1
47,11,0,1,1,0,4,0,4,0,1,1,1,1,1,7,0
14,10,4,16,0,0,0,2,0,3,0,1,1,0,0,0,0
77,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
35,15,4,5,1,0,0,0,4,1,0,1,1,1,1,0,1
49,1,0,0,1,0,3,0,4,0,1,1,1,1,0,2,1
27,16,4,2,1,0,0,0,4,3,0,1,1,1,0,1,1
32,12,4,16,1,0,4,0,4,0,1,1,1,1,0,7,0
86,16,0,15,0,0,0,0,4,3,0,1,1,1,0,7,0
22,16,4,17,1,0,0,2,4,0,0,1,1,1,0,2,1
70,19,4,17,1,0,3,0,4,1,1,1,1,1,1,0,0
54,22,2,0,1,0,0,0,4,1,0,1,1,1,0,0,1
59,15,0,1,1,0,0,0,4,3,0,1,1,1,0,0,1
59,16,0,1,1,0,3,0,4,0,1,1,1,1,0,0,1
62,24,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
40,18,0,7,1,0,0,0,4,1,0,1,1,1,0,0,1
77,16,2,16,0,0,3,0,4,0,1,1,1,0,1,0,0
53,19,2,17,0,0,0,2,3,1,0,1,1,0,0,1,0
5,3,4,2,1,1,0,0,0,0,0,1,1,1,0,5,0
6,3,4,7,1,8,0,0,0,1,0,1,1,1,0,0,0
8,5,4,2,1,1,0,0,0,1,0,1,1,1,0,8,0
69,14,3,16,0,0,0,2,4,0,0,1,0,1,0,2,0
56,22,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
39,19,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
66,19,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
27,21,4,2,1,0,4,0,4,0,1,1,1,1,1,7,1
54,18,0,0,1,0,3,0,4,0,1,1,1,1,1,6,1
5,2,4,2,1,2,0,0,0,0,0,1,1,1,0,0,0
31,20,0,1,1,0,4,0,4,0,1,1,1,1,0,0,1
24,20,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
81,22,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0
27,20,0,1,1,0,0,2,4,3,0,1,1,1,0,0,0
72,22,0,16,1,0,0,2,4,0,0,1,1,1,1,0,0
60,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
67,6,0,6,1,0,4,1,4,0,1,1,1,1,1,5,0
47,18,0,0,0,0,0,0,4,0,0,1,1,0,1,0,1
42,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
24,21,4,12,1,0,4,2,4,0,1,1,1,1,1,5,1
46,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
41,15,0,9,1,0,3,0,4,0,1,1,1,1,0,7,1
94,21,1,0,1,0,2,0,4,1,0,1,1,1,1,0,0
64,22,2,0,1,0,0,0,4,1,0,1,1,1,1,0,1
34,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
36,19,4,16,1,0,0,0,4,0,0,1,1,1,0,1,0
63,16,0,0,1,0,4,0,4,0,1,1,1,1,0,5,0
63,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
22,19,4,7,1,0,0,0,4,0,0,1,1,1,0,1,0
67,16,2,16,0,0,0,2,4,0,0,1,1,1,1,7,0
69,1,3,17,1,0,3,0,4,0,1,1,1,1,1,0,1
16,13,4,7,1,1,0,0,0,0,0,1,1,1,1,0,0
38,21,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
13,10,4,2,1,1,0,0,0,0,0,1,1,1,0,5,0
12,8,4,4,1,5,0,0,0,0,0,1,1,1,1,0,0
17,14,4,2,1,1,0,0,4,0,0,1,1,1,1,8,0
34,15,4,13,1,0,0,2,4,1,0,1,1,1,0,0,1
63,19,2,16,0,0,0,2,4,0,0,1,1,1,0,7,0
27,18,0,17,1,0,0,0,4,1,0,1,1,1,0,8,1
29,21,0,1,1,0,4,1,4,0,1,1,1,1,1,5,0
88,21,1,16,0,0,3,0,4,0,1,1,1,0,1,0,0
18,16,4,17,1,0,4,1,4,0,1,1,1,1,0,5,0
32,21,0,1,1,0,4,0,4,0,1,1,1,1,1,5,1
9,7,4,2,1,7,0,0,0,0,0,1,1,1,0,5,0
62,24,0,0,1,0,0,0,4,1,0,1,1,1,0,0,0
19,16,4,17,1,0,0,0,1,0,0,1,1,1,0,0,0
30,20,4,2,1,0,0,2,4,0,0,1,1,1,1,5,1
7,3,4,10,1,8,0,0,0,0,0,1,1,1,0,7,0
71,18,0,0,1,0,3,2,4,0,1,1,1,1,1,5,0
69,21,2,0,1,0,0,0,4,0,0,1,1,1,0,0,0
69,20,0,1,0,0,0,0,4,0,0,1,1,1,0,1,1
70,22,0,1,1,0,0,0,4,1,0,1,1,1,0,0,0
78,19,1,16,0,0,4,2,4,0,1,0,0,1,1,0,0
51,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
10,7,4,2,1,1,0,0,0,1,0,1,1,1,1,0,0
54,15,0,0,0,0,0,0,2,3,0,1,1,0,0,0,1
63,21,2,0,1,0,0,2,4,0,0,1,1,1,0,0,1
21,19,4,17,1,0,0,0,1,3,0,1,1,1,0,1,0
39,22,0,0,1,0,0,0,2,0,0,1,1,1,0,5,1
39,19,0,0,0,0,0,0,4,1,0,1,1,0,0,0,1
40,22,0,0,1,0,0,2,4,1,0,1,1,1,1,0,0
